InterventionID,Intervention_Name,Protocol,Protocol_Version,Outcome_Domain,NumStudiesMeetingStandards,NumStudiesEligible,Class_type_General,Class_type_Inclusion,Delivery_Method_Individual,Delivery_Method_School,Delivery_Method_Small_Group,Delivery_Method_Whole_Class,Demographics_of_Study_Sample_English_language_learners,Demographics_of_Study_Sample_Free_or_reduced_price_lunch,Demographics_of_Study_Sample_International,Demographics_of_Study_Sample_Students_with_disabilities,Ethnicity_Hispanic,Ethnicity_Not_Hispanic,Gender_Female,Gender_Male,Grade_1,Grade_10,Grade_11,Grade_12,Grade_2,Grade_3,Grade_4,Grade_5,Grade_6,Grade_7,Grade_8,Grade_9,Grade_K,Grade_PK,Grade_PS,Program_Type_Curriculum,Program_Type_Policy,Program_Type_Practice,Program_Type_School_level,Program_Type_Supplement,Program_Type_Teacher_level,Race_Asian,Race_Black,Race_Native_American,Race_Other,Race_Pacific_Islander,Race_White,Region_State_Alabama,Region_State_Alaska,Region_State_Arizona,Region_State_Arkansas,Region_State_California,Region_State_Colorado,Region_State_Connecticut,Region_State_Delaware,Region_State_District_of_Columbia,Region_State_Florida,Region_State_Georgia,Region_State_Hawaii,Region_State_Idaho,Region_State_Illinois,Region_State_Indiana,Region_State_Iowa,Region_State_Kansas,Region_State_Kentucky,Region_State_Louisiana,Region_State_Maine,Region_State_Maryland,Region_State_Massachusetts,Region_State_Michigan,Region_State_Midwest,Region_State_Minnesota,Region_State_Mississippi,Region_State_Missouri,Region_State_Montana,Region_State_Nebraska,Region_State_Nevada,Region_State_New_Hampshire,Region_State_New_Jersey,Region_State_New_Mexico,Region_State_New_York,Region_State_North_Carolina,Region_State_North_Dakota,Region_State_Northeast,Region_State_Ohio,Region_State_Oklahoma,Region_State_Oregon,Region_State_Pennsylvania,Region_State_Rhode_Island,Region_State_South,Region_State_South_Carolina,Region_State_South_Dakota,Region_State_Tennessee,Region_State_Texas,Region_State_Utah,Region_State_Vermont,Region_State_Virginia,Region_State_Washington,Region_State_West,Region_State_West_Virginia,Region_State_Wisconsin,Region_State_Wyoming,School_type_Charter,School_type_Parochial,School_type_Private,School_type_Public,Urbanicity_Rural,Urbanicity_Suburban,Urbanicity_Urban,Intervention_Page_URL,Sample_Size_Intervention,Effectiveness_Rating
214,Success for All®,Beginning Reading,3.0,Reading fluency,2,2,,,,,,,14.24,60.33,,,37.88,62.11,49.17,50.82,,,,,,,,,,,,,,,,,,,,,,,32.08,,,,14.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,/intervention/214,1186,Potentially Positive Effects
214,Success for All®,Beginning Reading,3.0,Comprehension,8,8,,,,,,,14.24,60.33,,,37.88,62.11,49.17,50.82,,,,,,,,,,,,,,,,,,,,,,,32.08,,,,14.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,/intervention/214,9733,Mixed Effects
214,Success for All®,Beginning Reading,3.0,Reading achievement,6,6,,,,,,,14.24,60.33,,,37.88,62.11,49.17,50.82,,,,,,,,,,,,,,,,,,,,,,,32.08,,,,14.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,/intervention/214,2574,Mixed Effects
1284,Achieve3000®,Beginning Reading,3.0,Reading fluency,1,1,,,,,,,9.00,33.30,,,18.50,81.50,49.00,51.00,,,,,,,,,,,,,,,,,,,,,,,26.00,,,,51.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1284,14493,No Discernible Effects
1287,Leveled Literacy Intervention,Beginning Reading,3.0,Alphabetics,1,1,,,,,,,22.03,84.00,,,50.87,49.12,47.00,53.00,,,,,,,,,,,,,,,,,,,,,,,33.00,,,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1287,422,No Discernible Effects
1287,Leveled Literacy Intervention,Beginning Reading,3.0,Reading fluency,1,1,,,,,,,22.03,84.00,,,50.87,49.12,47.00,53.00,,,,,,,,,,,,,,,,,,,,,,,33.00,,,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1287,281,Potentially Positive Effects
1287,Leveled Literacy Intervention,Beginning Reading,3.0,Reading achievement,2,2,,,,,,,22.03,84.00,,,50.87,49.12,47.00,53.00,,,,,,,,,,,,,,,,,,,,,,,33.00,,,,29.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1287,797,Positive Effects
1241,Functional Behavioral Assessment-based Interventions,Children Identified With Or At Risk For An Emotional Disturbance,3.0,Problem behavior,8,8,,,,,,,,73.40,,,8.10,91.90,27.00,73.00,,,,,,,,,,,,,,,,,,,,,,,10.80,,,,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1241,21,Potentially Positive Effects
1241,Functional Behavioral Assessment-based Interventions,Children Identified With Or At Risk For An Emotional Disturbance,3.0,School engagement,15,15,,,,,,,,73.40,,,8.10,91.90,27.00,73.00,,,,,,,,,,,,,,,,,,,,,,,10.80,,,,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1241,32,Potentially Positive Effects
1241,Functional Behavioral Assessment-based Interventions,Children Identified With Or At Risk For An Emotional Disturbance,3.0,Social-emotional development,3,3,,,,,,,,73.40,,,8.10,91.90,27.00,73.00,,,,,,,,,,,,,,,,,,,,,,,10.80,,,,24.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1241,4,N/A
7,Peer-Assisted Learning Strategies,Elementary School Mathematics,2.0,General Mathematics Achievement,1,1,,,,,,1.00,30.00,61.00,,,31.00,69.00,45.00,55.00,1.00,,,,,,,,,,,,,,,,,,,,,,42.00,,,,32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/7,328,No Discernible Effects
290,"Investigations in Number, Data, and Space®",Elementary School Mathematics,2.0,General Mathematics Achievement,2,2,,,,,1.00,1.00,,53.07,,,26.23,73.76,48.00,52.00,1.00,,,,1.00,,1.00,1.00,,,,,,,,,,,,,,1.74,32.01,1.15,,,38.60,,,1.00,,,,1.00,,,1.00,,,,,,,,1.00,,,,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,,,,1.00,,,1.00,,,1.00,,,1.00,1.00,,,1.00,,,,,1.00,,,,,,,1.00,1.00,1.00,1.00,/intervention/290,2574,Mixed Effects
311,Scott Foresman-Addison Wesley Elementary Mathematics,Elementary School Mathematics,2.0,General Mathematics Achievement,3,3,,,,,,1.00,10.00,42.41,,,18.98,81.01,48.53,51.46,1.00,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,7.58,25.11,1.00,,,46.90,,,,,,,1.00,,,1.00,,,,,,,,1.00,,,,,,1.00,1.00,1.00,1.00,,,1.00,,1.00,,1.00,,,1.00,1.00,,,,,1.00,1.00,,,1.00,,,1.00,1.00,1.00,,,1.00,,,,1.00,1.00,1.00,1.00,/intervention/311,3967,Mixed Effects
794,DreamBox Learning,Elementary School Mathematics,2.0,General Mathematics Achievement,1,1,,,1.00,,,,81.00,88.00,,,87.00,13.00,53.00,47.00,1.00,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,1.00,/intervention/794,557,Potentially Positive Effects
17,Saxon Math,Primary Mathematics,3.1,General Mathematics Achievement,5,5,,,,,,,7.20,45.00,,,40.14,59.85,49.48,50.51,,,,,,,,,,,,,,,,,,,,,,,16.01,,,,45.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/17,7946,Mixed Effects
20,Connected Mathematics Project (CMP),Primary Mathematics,3.1,General Mathematics Achievement,2,2,,,,,,,,,,,16.00,84.00,,,,,,,,,,,,,,,,,,,,,,,,0.79,12.66,0.19,,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/20,3062,No Discernible Effects
207,Everyday Mathematics®,Primary Mathematics,3.1,General Mathematics Achievement,1,1,,,,,,1.00,,,,,,,,,,,,,,1.00,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,,,1.00,/intervention/207,3436,Potentially Positive Effects
309,Accelerated Math® ,Primary Mathematics,3.1,General Mathematics Achievement,6,29,,,,,,,3.00,54.07,,,37.00,,48.79,51.20,,,,,,,,,,,,,,,,,,,,,,1.00,28.00,1.00,,,41.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/309,3200,Mixed Effects
652,Odyssey® Math,Primary Mathematics,3.1,General Mathematics Achievement,3,3,,,,,,,7.00,21.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.50,,,,74.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/652,2768,Potentially Positive Effects
753,I CAN Learn®,Primary Mathematics,3.1,General Mathematics Achievement,1,1,,,,,,,,54.00,,,29.00,72.00,48.00,51.00,,,,,,,,,,,,,,,,,,,,,,,26.00,,,,42.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/753,9886,Potentially Positive Effects
378,University of Chicago School Mathematics Project (UCSMP) Algebra,Secondary Mathematics,3.1,Algebra,2,2,,,,,,1.00,,,,,,,56.00,44.00,,,,,,,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,,,,1.00,,,,,,,,,1.00,,,,,,,,1.00,1.00,1.00,/intervention/378,225,Potentially Positive Effects
378,University of Chicago School Mathematics Project (UCSMP) Algebra,Secondary Mathematics,3.1,General Mathematics Achievement,1,1,,,,,,1.00,,,,,,,56.00,44.00,,,,,,,,,,,1.00,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,1.00,,,,,,1.00,,,,,,,,,1.00,,,,,,,,1.00,1.00,1.00,/intervention/378,189,Potentially Positive Effects
806,University of Chicago School Mathematics Project (UCSMP) Multiple Courses,Secondary Mathematics,3.1,General Mathematics Achievement,1,1,,,,,,1.00,,,,,,,52.00,48.00,,1.00,,,,,,,,1.00,1.00,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,/intervention/806,62,Potentially Positive Effects
816,Saxon Algebra I,Secondary Mathematics,3.1,Algebra,2,2,,,,,,1.00,6.00,46.00,,,43.00,57.00,49.08,50.91,,,,,,,,,1.00,1.00,1.00,1.00,,,,1.00,,,,,,,11.00,,,,46.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,1.00,,,,,,,,,,1.00,,,,1.00,,,,1.00,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/816,198,No Discernible Effects
818,Cognitive Tutor®   Algebra I,Secondary Mathematics,3.1,General Mathematics Achievement,1,1,1.00,,,,,1.00,9.77,52.88,,,32.51,,49.58,50.00,,1.00,1.00,1.00,,,,,,,1.00,1.00,,,1.00,1.00,,,,1.00,,20.50,34.01,18.00,,33.00,41.67,1.00,,,,,,1.00,,,1.00,,1.00,,,,,,1.00,1.00,,,,1.00,,,,,,,,,1.00,,,,,,,1.00,,1.00,,,,,,1.00,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/818,658,No Discernible Effects
818,Cognitive Tutor®   Algebra I,Secondary Mathematics,3.1,Algebra,5,5,1.00,,,,,1.00,9.77,52.88,,,32.51,,49.58,50.00,,1.00,1.00,1.00,,,,,,,1.00,1.00,,,1.00,1.00,,,,1.00,,20.50,34.01,18.00,,33.00,41.67,1.00,,,,,,1.00,,,1.00,,1.00,,,,,,1.00,1.00,,,,1.00,,,,,,,,,1.00,,,,,,,1.00,,1.00,,,,,,1.00,,,,,,,,,,,,1.00,1.00,1.00,1.00,/intervention/818,6854,Positive Effects
819,Cognitive Tutor&reg; Geometry,Secondary Mathematics,3.1,Geometry,1,1,1.00,,,,,1.00,,36.00,,,,,,,,1.00,1.00,1.00,,,,,,,,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/819,669,Potentially Negative Effects
1326,I CAN Learn® Algebra,Secondary Mathematics,3.1,General Mathematics Achievement,1,1,,,,,,,,25.00,,,19.00,81.00,52.00,48.00,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,53.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1326,32,No Discernible Effects
801,MyTeachingPartner–Secondary,"Teacher Training, Evaluation, and Compensation",3.1,Academic achievement,1,1,,,,,,1.00,,29.00,,,4.00,96.00,46.00,54.00,,1.00,1.00,1.00,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,2.00,22.00,,,,72.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,1.00,,,,,,,,,1.00,,,,/intervention/801,1267,Potentially Positive Effects
803,TAP: The System for Teacher and Student Advancement,"Teacher Training, Evaluation, and Compensation",3.1,Academic achievement,1,1,,,,,,1.00,,,,,,,,,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,/intervention/803,28,No Discernible Effects
804,New Teacher Center Induction Model,"Teacher Training, Evaluation, and Compensation",3.1,Teacher retention in the school district,1,1,,,,1.00,,,,,,,,,,,1.00,,,,1.00,1.00,1.00,1.00,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/804,413,No Discernible Effects
804,New Teacher Center Induction Model,"Teacher Training, Evaluation, and Compensation",3.1,Teacher retention in the profession,1,1,,,,1.00,,,,,,,,,,,1.00,,,,1.00,1.00,1.00,1.00,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/804,413,No Discernible Effects
804,New Teacher Center Induction Model,"Teacher Training, Evaluation, and Compensation",3.1,Teacher retention at the school,1,1,,,,1.00,,,,,,,,,,,1.00,,,,1.00,1.00,1.00,1.00,1.00,,,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,1.00,,,,,,1.00,,,,,,,,,,,,,,,,1.00,,,1.00,/intervention/804,413,No Discernible Effects
824,Summer Bridge Programs,Supporting Postsecondary Success,3.0,Attainment,1,1,,,,,1.00,1.00,,,,,,,33.00,67.00,,,,,,,,,,,,,,,1.00,,,,,1.00,,,64.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,,/intervention/824,2222,Potentially Positive Effects
825,First year experience courses,Supporting Postsecondary Success,3.0,Credit accumulation and persistence,3,3,1.00,,,,,1.00,8.80,,,,46.10,53.90,45.36,54.63,,,,,,,,,,,,,,,1.00,1.00,,1.00,,,,25.99,7.20,0.20,,,79.94,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,,,,,,,1.00,/intervention/825,11455,Potentially Positive Effects
825,First year experience courses,Supporting Postsecondary Success,3.0,Attainment,1,1,1.00,,,,,1.00,8.80,,,,46.10,53.90,45.36,54.63,,,,,,,,,,,,,,,1.00,1.00,,1.00,,,,25.99,7.20,0.20,,,79.94,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,,,,,,,1.00,/intervention/825,8290,Potentially Positive Effects
825,First year experience courses,Supporting Postsecondary Success,3.0,Academic achievement,2,2,1.00,,,,,1.00,8.80,,,,46.10,53.90,45.36,54.63,,,,,,,,,,,,,,,1.00,1.00,,1.00,,,,25.99,7.20,0.20,,,79.94,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,,,,,,,1.00,/intervention/825,2505,Potentially Positive Effects
1072,Accelerated Study in Associate Programs (ASAP),Supporting Postsecondary Success,3.0,Access and enrollment,2,2,,,,,,,0.00,0.00,,,22.45,77.54,63.18,36.81,,,,,,,,,,,,,,,,,,,,,,2.99,34.50,,,,32.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1072,2397,Positive Effects
1072,Accelerated Study in Associate Programs (ASAP),Supporting Postsecondary Success,3.0,Credit accumulation and persistence,2,2,,,,,,,0.00,0.00,,,22.45,77.54,63.18,36.81,,,,,,,,,,,,,,,,,,,,,,2.99,34.50,,,,32.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1072,2397,Positive Effects
1072,Accelerated Study in Associate Programs (ASAP),Supporting Postsecondary Success,3.0,Attainment,2,2,,,,,,,0.00,0.00,,,22.45,77.54,63.18,36.81,,,,,,,,,,,,,,,,,,,,,,2.99,34.50,,,,32.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1072,2397,Positive Effects
1195,InsideTrack© Coaching,Supporting Postsecondary Success,3.0,Credit accumulation and persistence,1,1,,,,,,,,,,,,,47.00,53.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1195,3527,Potentially Positive Effects
1195,InsideTrack© Coaching,Supporting Postsecondary Success,3.0,Attainment,1,1,,,,,,,,,,,,,47.00,53.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1195,1346,No Discernible Effects
6,Teach for America (TFA),"Teacher Training, Evaluation, and Compensation",3.2,General Mathematics Achievement,6,8,1.00,1.00,,,,1.00,16.10,92.42,,,57.10,42.89,49.82,50.17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,1.00,2.00,38.38,,,,7.00,,,,,1.00,,,,,,,,,1.00,,,,,1.00,,1.00,,,1.00,,1.00,,,,,,,,,1.00,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,1.00,,,1.00,1.00,1.00,1.00,/intervention/6,65324,Positive Effects
6,Teach for America (TFA),"Teacher Training, Evaluation, and Compensation",3.2,Social studies achievement,1,1,1.00,1.00,,,,1.00,16.10,92.42,,,57.10,42.89,49.82,50.17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,1.00,2.00,38.38,,,,7.00,,,,,1.00,,,,,,,,,1.00,,,,,1.00,,1.00,,,1.00,,1.00,,,,,,,,,1.00,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,1.00,,,1.00,1.00,1.00,1.00,/intervention/6,7289,No Discernible Effects
6,Teach for America (TFA),"Teacher Training, Evaluation, and Compensation",3.2,English language arts achievement,5,6,1.00,1.00,,,,1.00,16.10,92.42,,,57.10,42.89,49.82,50.17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,1.00,2.00,38.38,,,,7.00,,,,,1.00,,,,,,,,,1.00,,,,,1.00,,1.00,,,1.00,,1.00,,,,,,,,,1.00,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,1.00,,,1.00,1.00,1.00,1.00,/intervention/6,53595,No Discernible Effects
6,Teach for America (TFA),"Teacher Training, Evaluation, and Compensation",3.2,Science achievement,1,1,1.00,1.00,,,,1.00,16.10,92.42,,,57.10,42.89,49.82,50.17,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,,,,,,,,1.00,2.00,38.38,,,,7.00,,,,,1.00,,,,,,,,,1.00,,,,,1.00,,1.00,,,1.00,,1.00,,,,,,,,,1.00,,,,,,,,1.00,,,,1.00,,,,,1.00,,,,1.00,,,1.00,1.00,1.00,1.00,/intervention/6,36104,Potentially Positive Effects
1092,TNTP Teaching Fellows,"Teacher Training, Evaluation, and Compensation",3.2,General Mathematics Achievement,1,1,,,,,,,7.50,75.00,,,36.00,64.00,54.00,46.00,,,,,,,,,,,,,,,,,,,,,,9.00,50.00,,,,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1092,4116,No Discernible Effects
1166,National Board for Professional Teaching Standards (NBPTS) Certification,"Teacher Training, Evaluation, and Compensation",3.2,English language arts achievement,4,4,,,,,,,4.99,43.98,,,16.97,82.02,49.00,50.00,,,,,,,,,,,,,,,,,,,,,,8.98,4.02,1.99,,,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1166,1242454,No Discernible Effects
1166,National Board for Professional Teaching Standards (NBPTS) Certification,"Teacher Training, Evaluation, and Compensation",3.2,General Mathematics Achievement,3,3,,,,,,,4.99,43.98,,,16.97,82.02,49.00,50.00,,,,,,,,,,,,,,,,,,,,,,8.98,4.02,1.99,,,63.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1166,1316146,Mixed Effects
62,Facilitating Long-term Improvements in Graduation and Higher Education for Tomorrow (FLIGHT),Transition to College,3.2,General academic achievement (high school),1,1,,,,,,,0.00,100.00,,,47.00,53.00,65.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/62,240,No Discernible Effects
62,Facilitating Long-term Improvements in Graduation and Higher Education for Tomorrow (FLIGHT),Transition to College,3.2,Attendance (high school),1,1,,,,,,,0.00,100.00,,,47.00,53.00,65.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/62,241,No Discernible Effects
62,Facilitating Long-term Improvements in Graduation and Higher Education for Tomorrow (FLIGHT),Transition to College,3.2,Access and enrollment,1,1,,,,,,,0.00,100.00,,,47.00,53.00,65.00,35.00,,,,,,,,,,,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/62,180,Potentially Positive Effects
99,ACT/SAT Test Preparation and Coaching Programs,Transition to College,3.2,General academic achievement (high school),6,6,,,,,,,,0.00,,,10.92,2.03,57.25,42.74,,,,,,,,,,,,,,,,,,,,,,14.70,10.14,3.00,,,76.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/99,65603,Positive Effects
814,Summer Counseling,Transition to College,3.2,Access and enrollment,5,5,,,,,,,0.12,51.70,,,29.70,69.58,56.78,43.21,,,,,,,,,,,,,,,,,,,,,,2.58,46.42,,,,15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/814,13614,Mixed Effects
814,Summer Counseling,Transition to College,3.2,Credit accumulation,1,1,,,,,,,0.12,51.70,,,29.70,69.58,56.78,43.21,,,,,,,,,,,,,,,,,,,,,,2.58,46.42,,,,15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/814,1397,Potentially Positive Effects
1043,Dual Enrollment Programs,Transition to College,3.2,Attainment,5,5,,,,,,,,50.60,,,8.10,91.90,56.00,43.99,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,29.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1043,77249,Positive Effects
1043,Dual Enrollment Programs,Transition to College,3.2,Access and enrollment,4,4,,,,,,,,50.60,,,8.10,91.90,56.00,43.99,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,29.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1043,67474,Positive Effects
1043,Dual Enrollment Programs,Transition to College,3.2,Completing school,2,2,,,,,,,,50.60,,,8.10,91.90,56.00,43.99,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,29.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1043,4052,Positive Effects
1043,Dual Enrollment Programs,Transition to College,3.2,Staying in school,1,1,,,,,,,,50.60,,,8.10,91.90,56.00,43.99,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,29.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1043,676,Potentially Positive Effects
1043,Dual Enrollment Programs,Transition to College,3.2,College readiness,1,1,,,,,,,,50.60,,,8.10,91.90,56.00,43.99,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,29.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1043,1355,Potentially Positive Effects
1043,Dual Enrollment Programs,Transition to College,3.2,Attendance (high school),1,1,,,,,,,,50.60,,,8.10,91.90,56.00,43.99,,,,,,,,,,,,,,,,,,,,,,,3.33,,,,29.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,/intervention/1043,1554,Potentially Positive Effects
